============================================================
Training gat_dqn on grid_3x3
Net: D:\ITB\TA\gnn-marl-traffic\data/networks/grid_3x3/grid_3x3.net.xml
Route: D:\ITB\TA\gnn-marl-traffic\data/networks/grid_3x3/grid_3x3.rou.xml
Episodes: 200
Seed: 42 | Deterministic: True
============================================================
Number of agents (traffic lights): 9
Traffic light IDs: ['A1', 'B0', 'A0', 'A2', 'B1', 'B2', 'C0', 'C1', 'C2']
Observation dim: 43
Number of actions: 2
Number of lanes per intersection: 8
Adjacency matrix:
[[1. 0. 1. 1. 1. 0. 0. 0. 0.]
 [0. 1. 1. 0. 1. 0. 1. 0. 0.]
 [1. 1. 1. 0. 0. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0.]
 [1. 1. 0. 0. 1. 1. 0. 1. 0.]
 [0. 0. 0. 1. 1. 1. 0. 0. 1.]
 [0. 1. 0. 0. 0. 0. 1. 1. 0.]
 [0. 0. 0. 0. 1. 0. 1. 1. 1.]
 [0. 0. 0. 0. 0. 1. 0. 1. 1.]]
Episode   52 | reward: -4426.6667 | epsilon: 0.8554 | steps: 719 | avg_delay: 1.3956 | avg_queue: 0.2083 | throughput: 3508 | emergency_stops: 0 | loss_total: 51.0224 | loss_rl: 51.0205 | loss_pred: 0.0061
Episode   53 | reward: -4249.9444 | epsilon: 0.8528 | steps: 719 | avg_delay: 0.7416 | avg_queue: 0.1389 | throughput: 3511 | emergency_stops: 0 | loss_total: 48.7910 | loss_rl: 48.7892 | loss_pred: 0.0061
Episode   54 | reward: -4824.1111 | epsilon: 0.8502 | steps: 719 | avg_delay: 0.5269 | avg_queue: 0.1528 | throughput: 3506 | emergency_stops: 0 | loss_total: 50.5871 | loss_rl: 50.5852 | loss_pred: 0.0061
Episode   55 | reward: -4500.7778 | epsilon: 0.8477 | steps: 719 | avg_delay: 0.2527 | avg_queue: 0.1250 | throughput: 3509 | emergency_stops: 0 | loss_total: 49.3821 | loss_rl: 49.3803 | loss_pred: 0.0061
Episode   56 | reward: -4617.0000 | epsilon: 0.8451 | steps: 719 | avg_delay: 0.4713 | avg_queue: 0.1250 | throughput: 3513 | emergency_stops: 0 | loss_total: 50.9279 | loss_rl: 50.9261 | loss_pred: 0.0061
Episode   57 | reward: -4741.2222 | epsilon: 0.8426 | steps: 719 | avg_delay: 0.4045 | avg_queue: 0.1111 | throughput: 3511 | emergency_stops: 0 | loss_total: 51.9315 | loss_rl: 51.9297 | loss_pred: 0.0061
Episode   58 | reward: -4840.0000 | epsilon: 0.8401 | steps: 719 | avg_delay: 0.6966 | avg_queue: 0.1944 | throughput: 3511 | emergency_stops: 0 | loss_total: 50.3898 | loss_rl: 50.3880 | loss_pred: 0.0061
Episode   59 | reward: -4320.4444 | epsilon: 0.8376 | steps: 719 | avg_delay: 1.5517 | avg_queue: 0.2639 | throughput: 3513 | emergency_stops: 1 | loss_total: 49.9326 | loss_rl: 49.9308 | loss_pred: 0.0060
Episode   60 | reward: -4455.0556 | epsilon: 0.8350 | steps: 719 | avg_delay: 0.7191 | avg_queue: 0.1528 | throughput: 3510 | emergency_stops: 0 | loss_total: 49.6629 | loss_rl: 49.6611 | loss_pred: 0.0061
Episode   61 | reward: -4894.0000 | epsilon: 0.8325 | steps: 719 | avg_delay: 0.0920 | avg_queue: 0.0694 | throughput: 3513 | emergency_stops: 0 | loss_total: 49.7163 | loss_rl: 49.7145 | loss_pred: 0.0060
Episode   62 | reward: -4233.0556 | epsilon: 0.8300 | steps: 719 | avg_delay: 1.6023 | avg_queue: 0.2500 | throughput: 3511 | emergency_stops: 0 | loss_total: 49.2601 | loss_rl: 49.2583 | loss_pred: 0.0060
Episode   63 | reward: -4294.8333 | epsilon: 0.8276 | steps: 719 | avg_delay: 1.4176 | avg_queue: 0.2361 | throughput: 3509 | emergency_stops: 0 | loss_total: 50.0852 | loss_rl: 50.0834 | loss_pred: 0.0060
Episode   64 | reward: -4396.6667 | epsilon: 0.8251 | steps: 719 | avg_delay: 1.1954 | avg_queue: 0.1944 | throughput: 3513 | emergency_stops: 0 | loss_total: 48.2212 | loss_rl: 48.2194 | loss_pred: 0.0060
Episode   65 | reward: -4737.4444 | epsilon: 0.8226 | steps: 719 | avg_delay: 1.3956 | avg_queue: 0.2361 | throughput: 3509 | emergency_stops: 0 | loss_total: 48.7653 | loss_rl: 48.7635 | loss_pred: 0.0060
Episode   66 | reward: -4695.6111 | epsilon: 0.8201 | steps: 719 | avg_delay: 0.6333 | avg_queue: 0.1806 | throughput: 3509 | emergency_stops: 0 | loss_total: 49.4880 | loss_rl: 49.4862 | loss_pred: 0.0060
Episode   67 | reward: -3979.6111 | epsilon: 0.8177 | steps: 719 | avg_delay: 0.8409 | avg_queue: 0.1528 | throughput: 3512 | emergency_stops: 0 | loss_total: 49.0544 | loss_rl: 49.0526 | loss_pred: 0.0060
Episode   68 | reward: -4096.6111 | epsilon: 0.8152 | steps: 719 | avg_delay: 1.0213 | avg_queue: 0.2500 | throughput: 3505 | emergency_stops: 0 | loss_total: 48.8854 | loss_rl: 48.8836 | loss_pred: 0.0060
Episode   69 | reward: -3878.2222 | epsilon: 0.8128 | steps: 719 | avg_delay: 1.2614 | avg_queue: 0.2639 | throughput: 3512 | emergency_stops: 0 | loss_total: 49.2580 | loss_rl: 49.2562 | loss_pred: 0.0060
Episode   70 | reward: -4108.1111 | epsilon: 0.8103 | steps: 719 | avg_delay: 0.9101 | avg_queue: 0.1806 | throughput: 3511 | emergency_stops: 0 | loss_total: 48.0343 | loss_rl: 48.0325 | loss_pred: 0.0060
Episode   71 | reward: -4188.1667 | epsilon: 0.8079 | steps: 719 | avg_delay: 0.6250 | avg_queue: 0.1667 | throughput: 3511 | emergency_stops: 0 | loss_total: 45.8687 | loss_rl: 45.8669 | loss_pred: 0.0060
Episode   72 | reward: -4135.8333 | epsilon: 0.8055 | steps: 719 | avg_delay: 1.1304 | avg_queue: 0.2639 | throughput: 3508 | emergency_stops: 0 | loss_total: 47.4671 | loss_rl: 47.4653 | loss_pred: 0.0059
Episode   73 | reward: -4228.6667 | epsilon: 0.8031 | steps: 719 | avg_delay: 0.4483 | avg_queue: 0.0833 | throughput: 3513 | emergency_stops: 0 | loss_total: 48.3752 | loss_rl: 48.3734 | loss_pred: 0.0059
Episode   74 | reward: -4357.2222 | epsilon: 0.8006 | steps: 719 | avg_delay: 0.9419 | avg_queue: 0.2083 | throughput: 3514 | emergency_stops: 0 | loss_total: 47.4579 | loss_rl: 47.4561 | loss_pred: 0.0059
Episode   75 | reward: -4182.8333 | epsilon: 0.7982 | steps: 719 | avg_delay: 0.5294 | avg_queue: 0.1250 | throughput: 3515 | emergency_stops: 1 | loss_total: 47.4489 | loss_rl: 47.4471 | loss_pred: 0.0059
Episode   76 | reward: -4302.1111 | epsilon: 0.7959 | steps: 719 | avg_delay: 0.9886 | avg_queue: 0.1806 | throughput: 3511 | emergency_stops: 0 | loss_total: 46.7235 | loss_rl: 46.7217 | loss_pred: 0.0059
Episode   77 | reward: -4266.0000 | epsilon: 0.7935 | steps: 719 | avg_delay: 1.1512 | avg_queue: 0.1667 | throughput: 3514 | emergency_stops: 0 | loss_total: 44.5934 | loss_rl: 44.5916 | loss_pred: 0.0060
Episode   78 | reward: -4344.1111 | epsilon: 0.7911 | steps: 719 | avg_delay: 0.9789 | avg_queue: 0.2222 | throughput: 3505 | emergency_stops: 0 | loss_total: 46.7058 | loss_rl: 46.7040 | loss_pred: 0.0059
Episode   79 | reward: -4521.0000 | epsilon: 0.7887 | steps: 719 | avg_delay: 0.1220 | avg_queue: 0.0694 | throughput: 3517 | emergency_stops: 0 | loss_total: 47.0729 | loss_rl: 47.0711 | loss_pred: 0.0059
Episode   80 | reward: -4294.0000 | epsilon: 0.7863 | steps: 719 | avg_delay: 1.3412 | avg_queue: 0.2361 | throughput: 3514 | emergency_stops: 0 | loss_total: 46.7339 | loss_rl: 46.7321 | loss_pred: 0.0059
Episode   81 | reward: -4477.6111 | epsilon: 0.7840 | steps: 719 | avg_delay: 0.3737 | avg_queue: 0.1528 | throughput: 3501 | emergency_stops: 0 | loss_total: 46.6327 | loss_rl: 46.6309 | loss_pred: 0.0059
Episode   82 | reward: -4142.5556 | epsilon: 0.7816 | steps: 719 | avg_delay: 2.0222 | avg_queue: 0.2917 | throughput: 3510 | emergency_stops: 1 | loss_total: 45.4911 | loss_rl: 45.4893 | loss_pred: 0.0059
Episode   83 | reward: -3861.6667 | epsilon: 0.7793 | steps: 719 | avg_delay: 0.8506 | avg_queue: 0.1667 | throughput: 3512 | emergency_stops: 0 | loss_total: 46.2716 | loss_rl: 46.2699 | loss_pred: 0.0059
Episode   84 | reward: -4230.7222 | epsilon: 0.7770 | steps: 719 | avg_delay: 0.5930 | avg_queue: 0.1528 | throughput: 3514 | emergency_stops: 0 | loss_total: 44.5665 | loss_rl: 44.5647 | loss_pred: 0.0059
Episode   85 | reward: -4190.1111 | epsilon: 0.7746 | steps: 719 | avg_delay: 0.8444 | avg_queue: 0.2083 | throughput: 3510 | emergency_stops: 0 | loss_total: 42.1148 | loss_rl: 42.1131 | loss_pred: 0.0059
Episode   86 | reward: -4145.3333 | epsilon: 0.7723 | steps: 719 | avg_delay: 1.0116 | avg_queue: 0.2500 | throughput: 3513 | emergency_stops: 0 | loss_total: 45.2526 | loss_rl: 45.2508 | loss_pred: 0.0059
Episode   87 | reward: -3730.8333 | epsilon: 0.7700 | steps: 719 | avg_delay: 0.6067 | avg_queue: 0.1806 | throughput: 3511 | emergency_stops: 0 | loss_total: 45.3964 | loss_rl: 45.3947 | loss_pred: 0.0058
Episode   88 | reward: -3846.6111 | epsilon: 0.7677 | steps: 719 | avg_delay: 1.8636 | avg_queue: 0.2639 | throughput: 3510 | emergency_stops: 0 | loss_total: 44.2847 | loss_rl: 44.2830 | loss_pred: 0.0058
Episode   89 | reward: -4215.7778 | epsilon: 0.7654 | steps: 719 | avg_delay: 1.2796 | avg_queue: 0.1806 | throughput: 3506 | emergency_stops: 0 | loss_total: 45.4148 | loss_rl: 45.4130 | loss_pred: 0.0058
Episode   90 | reward: -3562.3889 | epsilon: 0.7631 | steps: 719 | avg_delay: 1.1573 | avg_queue: 0.1944 | throughput: 3511 | emergency_stops: 0 | loss_total: 43.2249 | loss_rl: 43.2231 | loss_pred: 0.0058
Episode   91 | reward: -4371.4444 | epsilon: 0.7608 | steps: 719 | avg_delay: 1.2651 | avg_queue: 0.2778 | throughput: 3517 | emergency_stops: 0 | loss_total: 43.1541 | loss_rl: 43.1524 | loss_pred: 0.0058
Episode   92 | reward: -4074.4444 | epsilon: 0.7585 | steps: 719 | avg_delay: 0.3415 | avg_queue: 0.0972 | throughput: 3516 | emergency_stops: 0 | loss_total: 43.0738 | loss_rl: 43.0720 | loss_pred: 0.0058
Episode   93 | reward: -3910.0556 | epsilon: 0.7562 | steps: 719 | avg_delay: 0.4896 | avg_queue: 0.1528 | throughput: 3504 | emergency_stops: 0 | loss_total: 43.0526 | loss_rl: 43.0509 | loss_pred: 0.0058
Episode   94 | reward: -3839.3889 | epsilon: 0.7540 | steps: 719 | avg_delay: 0.3133 | avg_queue: 0.0972 | throughput: 3516 | emergency_stops: 0 | loss_total: 41.5218 | loss_rl: 41.5200 | loss_pred: 0.0058
Episode   95 | reward: -3991.3889 | epsilon: 0.7517 | steps: 719 | avg_delay: 0.6344 | avg_queue: 0.1667 | throughput: 3507 | emergency_stops: 0 | loss_total: 41.7524 | loss_rl: 41.7506 | loss_pred: 0.0058
Episode   96 | reward: -3827.8333 | epsilon: 0.7494 | steps: 719 | avg_delay: 0.3444 | avg_queue: 0.0972 | throughput: 3510 | emergency_stops: 0 | loss_total: 42.1184 | loss_rl: 42.1167 | loss_pred: 0.0057
Episode   97 | reward: -4189.2778 | epsilon: 0.7472 | steps: 719 | avg_delay: 0.3956 | avg_queue: 0.1667 | throughput: 3509 | emergency_stops: 0 | loss_total: 41.7289 | loss_rl: 41.7272 | loss_pred: 0.0058
